SourceFile,Tags,Unique Tags
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0190.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,basketballs,backpacks,apparel,men's apparel,shorts,shirts,tee shirts,sidewalks,walls,brick,dribbling","adults,men,1 person,shorts,apparel,urban areas,african american,spring,dribbling,sidewalks,tee shirts,athletes,men's apparel,backpacks,shirts,walls"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0212.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,basketballs,backpacks,footwear,men's footwear,apparel,men's apparel,shorts,footwear accessories,socks & liners,sidewalks,walls,brick","footwear accessories,adults,men,1 person,shorts,socks & liners,apparel,urban areas,spring,african american,sidewalks,athletes,men's footwear,footwear,men's apparel,backpacks,walls"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0257.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,basketballs,apparel,men's apparel,shorts,shirts,tee shirts,dribbling,portrait","adults,men,1 person,shorts,urban areas,apparel,african american,spring,dribbling,portrait,tee shirts,athletes,men's apparel,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0272.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,footwear,men's footwear,footwear accessories,socks & liners,close-up,macro,footwear detail,side","footwear accessories,adults,men,1 person,macro,urban areas,african american,socks & liners,spring,athletes,men's footwear,footwear,close-up"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0274.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,footwear,men's footwear,footwear accessories,socks & liners,close-up,macro,footwear detail,side","footwear accessories,adults,men,1 person,macro,urban areas,african american,socks & liners,spring,athletes,men's footwear,footwear,close-up"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0299.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,basketballs,backpacks,apparel,men's apparel,shorts,shirts,tee shirts,dribbling,portrait","adults,men,1 person,shorts,apparel,urban areas,african american,spring,dribbling,portrait,tee shirts,athletes,men's apparel,backpacks,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0361.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,basketballs,backpacks,footwear,men's footwear,apparel,men's apparel,shorts,shirts,tee shirts,footwear accessories,socks & liners,concrete,sidewalks,walking,full length","shorts,concrete,men's footwear,men,1 person,tee shirts,sidewalks,footwear,men's apparel,footwear accessories,urban areas,apparel,african american,spring,athletes,walking,backpacks,adults,full length,socks & liners,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0399.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,backpacks,footwear,men's footwear,apparel,men's apparel,shorts,shirts,tee shirts,footwear accessories,socks & liners,concrete,sidewalks,walking,full length","shorts,concrete,men's footwear,men,1 person,tee shirts,sidewalks,footwear,men's apparel,footwear accessories,urban areas,apparel,african american,spring,athletes,walking,backpacks,adults,full length,socks & liners,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0425.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,basketballs,backpacks,apparel,men's apparel,shorts,shirts,tee shirts,concrete,sidewalks,walking,dribbling,portrait","adults,men,1 person,shorts,apparel,urban areas,african american,spring,dribbling,concrete,portrait,sidewalks,athletes,tee shirts,walking,men's apparel,backpacks,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0461.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,basketballs,backpacks,footwear,men's footwear,apparel,men's apparel,shorts,shirts,tee shirts,footwear accessories,socks & liners,concrete,sidewalks,walking,full length","shorts,concrete,men's footwear,men,1 person,tee shirts,sidewalks,footwear,men's apparel,footwear accessories,urban areas,apparel,african american,spring,athletes,walking,backpacks,adults,full length,socks & liners,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0475.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,basketballs,backpacks,footwear,men's footwear,apparel,men's apparel,shorts,shirts,tee shirts,footwear accessories,socks & liners,concrete,sidewalks,walking,full length","shorts,concrete,men's footwear,men,1 person,tee shirts,sidewalks,footwear,men's apparel,footwear accessories,urban areas,apparel,african american,spring,athletes,walking,backpacks,adults,full length,socks & liners,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0507.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,basketballs,backpacks,apparel,men's apparel,shorts,shirts,tee shirts,concrete,sidewalks,walking,portrait","adults,men,1 person,shorts,apparel,urban areas,african american,spring,portrait,concrete,sidewalks,tee shirts,athletes,walking,men's apparel,backpacks,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0524.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,basketballs,backpacks,footwear,men's footwear,apparel,men's apparel,shorts,shirts,tee shirts,footwear accessories,socks & liners,concrete,sidewalks,walking,full length","shorts,concrete,men's footwear,men,1 person,tee shirts,sidewalks,footwear,men's apparel,footwear accessories,urban areas,apparel,african american,spring,athletes,walking,backpacks,adults,full length,socks & liners,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0530.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,basketballs,backpacks,footwear,men's footwear,apparel,men's apparel,shorts,shirts,tee shirts,footwear accessories,socks & liners,concrete,sidewalks,walking,dribbling,full length","shorts,concrete,men's footwear,men,1 person,tee shirts,sidewalks,footwear,men's apparel,footwear accessories,urban areas,apparel,african american,spring,athletes,walking,backpacks,adults,full length,socks & liners,dribbling,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0564.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,basketballs,backpacks,footwear,men's footwear,apparel,men's apparel,shorts,shirts,tee shirts,footwear accessories,socks & liners,sitting,fences,stairs,steps,full length","shorts,men's footwear,men,1 person,tee shirts,footwear,men's apparel,sitting,footwear accessories,urban areas,apparel,african american,spring,athletes,backpacks,adults,full length,socks & liners,fences,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0604.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,basketballs,footwear,men's footwear,apparel,men's apparel,shorts,footwear accessories,socks & liners,sitting,fences,stairs,steps","footwear accessories,adults,men,1 person,shorts,socks & liners,apparel,urban areas,spring,fences,african american,athletes,men's footwear,footwear,men's apparel,sitting"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0614.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,footwear,men's footwear,footwear accessories,socks & liners,close-up,macro,footwear detail,side","footwear accessories,adults,men,1 person,macro,urban areas,african american,socks & liners,spring,athletes,men's footwear,footwear,close-up"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0626.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,basketballs,backpacks,footwear,men's footwear,apparel,men's apparel,shorts,shirts,tee shirts,footwear accessories,socks & liners,sitting,fences,stairs,steps,full length","shorts,men's footwear,men,1 person,tee shirts,footwear,men's apparel,sitting,footwear accessories,urban areas,apparel,african american,spring,athletes,backpacks,adults,full length,socks & liners,fences,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0633.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,basketballs,footwear,men's footwear,apparel,men's apparel,shorts,footwear accessories,socks & liners,sitting,fences","footwear accessories,adults,men,1 person,shorts,socks & liners,apparel,urban areas,spring,fences,african american,athletes,men's footwear,footwear,men's apparel,sitting"
Dicks Sporting Goods/wetransfer-11ce8d/38_M_Nike_Life-Feb_19ESpring_0639.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,footwear,men's footwear,footwear accessories,socks & liners,sitting,fences,close-up,macro,footwear detail,side","footwear accessories,adults,men,1 person,macro,socks & liners,urban areas,african american,spring,fences,athletes,men's footwear,footwear,sitting,close-up"
Dicks Sporting Goods/wetransfer-11ce8d/39_M_UA_SledgeTire-Feb_19ESpring-Vid.Still001.jpg,"spring,adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,training,cracked,outside,concrete,walls,tires,sledge hammers,sledgehammers,footwear,men's footwear,apparel,men's apparel,shorts,shirts,tee shirts,electronics,fitness trackers,heart rate monitors,watches","shorts,concrete,men's footwear,men,1 person,tee shirts,footwear,men's apparel,outside,walls,apparel,training,spring,watches,athletes,fitness enthusiasts,caucasian,adults,cracked,shirts,electronics"
Dicks Sporting Goods/wetransfer-11ce8d/39_M_UA_SledgeTire-Feb_19ESpring-Vid.Still002.jpg,"spring,adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,training,cracked,outside,concrete,walls,apparel,men's apparel,shirts,tee shirts,close-up","caucasian,adults,men,cracked,1 person,apparel,training,spring,tee shirts,concrete,athletes,men's apparel,shirts,outside,fitness enthusiasts,walls,close-up"
Dicks Sporting Goods/wetransfer-11ce8d/39_M_UA_SledgeTire-Feb_19ESpring-Vid.Still003.jpg,"spring,adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,footwear,men's footwear,tires,close-up,macro,footwear detail,side","caucasian,adults,men,1 person,macro,spring,athletes,men's footwear,footwear,fitness enthusiasts,close-up"
Dicks Sporting Goods/wetransfer-11ce8d/39_M_UA_SledgeTire-Feb_19ESpring-Vid.Still004.jpg,"spring,adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,training,cracked,outside,concrete,walls,apparel,men's apparel,shirts,tee shirts,close-up,shorts,hammer,sledgehammer","caucasian,adults,men,1 person,shorts,apparel,cracked,training,spring,tee shirts,concrete,athletes,men's apparel,shirts,outside,fitness enthusiasts,walls,close-up"
Dicks Sporting Goods/wetransfer-11ce8d/39_M_UA_SledgeTire-Feb_19ESpring-Vid.Still005.jpg,"spring,adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,training,cracked,outside,concrete,walls,training aids,agility trainers,ladders,apparel,compression,compression socks,footwear,men's footwear,men's apparel,shorts,shirts,tee shirts,electronics,fitness trackers,heart rate monitors,watches,drills,full length","shorts,concrete,men's footwear,men,1 person,tee shirts,footwear,men's apparel,outside,walls,apparel,training,spring,watches,athletes,fitness enthusiasts,caucasian,full length,adults,cracked,compression,shirts,electronics"
Dicks Sporting Goods/wetransfer-11ce8d/39_M_UA_SledgeTire-Feb_19ESpring-Vid.Still006.jpg,"spring,adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,training,cracked,outside,concrete,walls,training aids,agility trainers,ladders,apparel,compression,compression socks,footwear,men's footwear,men's apparel,shorts,shirts,tee shirts,electronics,fitness trackers,heart rate monitors,watches,drills,full length","shorts,concrete,men's footwear,men,1 person,tee shirts,footwear,men's apparel,outside,walls,apparel,training,spring,watches,athletes,fitness enthusiasts,caucasian,full length,adults,cracked,compression,shirts,electronics"
Dicks Sporting Goods/wetransfer-11ce8d/39_M_UA_SledgeTire-Feb_19ESpring-Vid.Still007.jpg,"spring,adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,training,cracked,outside,concrete,walls,training aids,agility trainers,ladders,apparel,compression,compression socks,footwear,men's footwear,men's apparel,shorts,shirts,tee shirts,electronics,fitness trackers,heart rate monitors,watches,drills,full length","shorts,concrete,men's footwear,men,1 person,tee shirts,footwear,men's apparel,outside,walls,apparel,training,spring,watches,athletes,fitness enthusiasts,caucasian,full length,adults,cracked,compression,shirts,electronics"
Dicks Sporting Goods/wetransfer-11ce8d/39_M_UA_SledgeTire-Feb_19ESpring-Vid.Still008.jpg,"spring,adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,training,cracked,outside,concrete,walls,apparel,men's apparel,shirts,tee shirts,close-up","caucasian,adults,men,cracked,1 person,apparel,training,spring,tee shirts,concrete,athletes,men's apparel,shirts,outside,fitness enthusiasts,walls,close-up"
Dicks Sporting Goods/wetransfer-11ce8d/39_M_UA_SledgeTire-Feb_19ESpring_0029.JPG,"spring,adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,apparel,men's apparel,shorts,shirts,tee shirts,electronics,fitness trackers,heart rate monitors,watches,standing,hands,chalk,close-up,macro","caucasian,standing,men,1 person,shorts,macro,apparel,adults,spring,tee shirts,watches,athletes,electronics,men's apparel,shirts,fitness enthusiasts,close-up"
Dicks Sporting Goods/wetransfer-11ce8d/39_M_UA_SledgeTire-Feb_19ESpring_0120.JPG,"spring,adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,training,cracked,outside,concrete,walls,tires,sledge hammers,sledgehammers,footwear,men's footwear,apparel,men's apparel,shorts,shirts,tee shirts,electronics,fitness trackers,heart rate monitors,watches,full length","shorts,concrete,men's footwear,men,1 person,tee shirts,footwear,men's apparel,outside,walls,apparel,training,spring,watches,athletes,fitness enthusiasts,caucasian,full length,adults,cracked,shirts,electronics"
Dicks Sporting Goods/wetransfer-11ce8d/39_M_UA_SledgeTire-Feb_19ESpring_0288.JPG,"spring,adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,training,cracked,outside,concrete,walls,tires,sledge hammers,sledgehammers,footwear,men's footwear,apparel,men's apparel,shorts,shirts,tee shirts,electronics,fitness trackers,heart rate monitors,watches,full length","shorts,concrete,men's footwear,men,1 person,tee shirts,footwear,men's apparel,outside,walls,apparel,training,spring,watches,athletes,fitness enthusiasts,caucasian,full length,adults,cracked,shirts,electronics"
Dicks Sporting Goods/wetransfer-11ce8d/39_M_UA_SledgeTire-Feb_19ESpring_0360.JPG,"spring,adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,training,cracked,outside,concrete,walls,tires,sledge hammers,sledgehammers,footwear,men's footwear,apparel,men's apparel,shorts,shirts,tee shirts,electronics,fitness trackers,heart rate monitors,watches,full length","shorts,concrete,men's footwear,men,1 person,tee shirts,footwear,men's apparel,outside,walls,apparel,training,spring,watches,athletes,fitness enthusiasts,caucasian,full length,adults,cracked,shirts,electronics"
Dicks Sporting Goods/wetransfer-11ce8d/39_M_UA_SledgeTire-Feb_19ESpring_0417.JPG,"spring,adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,training,cracked,outside,concrete,walls,tires,apparel,men's apparel,shorts,shirts,tee shirts,electronics,fitness trackers,heart rate monitors,watches,standing,portrait","standing,shorts,concrete,men,1 person,portrait,tee shirts,men's apparel,outside,walls,apparel,training,spring,watches,athletes,fitness enthusiasts,caucasian,adults,cracked,shirts,electronics"
Dicks Sporting Goods/wetransfer-11ce8d/40_M_Rbk_SCTrain-Jan_19ESpring-Vid.Still001.jpg,"adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,beaches,bright,training aids,resistance trainers,speed chutes,apparel,men's apparel,shirts,tee shirts,camouflage,camo,shorts,running,sprinting,sprints","beaches,caucasian,men,1 person,shorts,apparel,adults,tee shirts,running,athletes,men's apparel,shirts,fitness enthusiasts"
Dicks Sporting Goods/wetransfer-11ce8d/40_M_Rbk_SCTrain-Jan_19ESpring-Vid.Still002.jpg,"adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,beaches,bright,training aids,resistance trainers,speed chutes,oceans,walls,apparel,men's apparel,shirts,tee shirts,camouflage,camo,shorts,compression,compression pants,footwear,men's footwear,full length,running,walking","beaches,shorts,men's footwear,men,1 person,tee shirts,footwear,men's apparel,walls,apparel,athletes,walking,fitness enthusiasts,caucasian,full length,adults,running,compression,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/40_M_Rbk_SCTrain-Jan_19ESpring-Vid.Still003.jpg,"adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,beaches,bright,training aids,resistance trainers,speed chutes,oceans,walls,apparel,men's apparel,shirts,tee shirts,camouflage,camo,shorts,compression,compression pants,footwear,men's footwear,full length,running,sprinting,sprints","beaches,caucasian,men,shorts,1 person,apparel,full length,adults,tee shirts,running,athletes,men's footwear,footwear,men's apparel,compression,shirts,fitness enthusiasts,walls"
Dicks Sporting Goods/wetransfer-11ce8d/40_M_Rbk_SCTrain-Jan_19ESpring-Vid.Still004.jpg,"adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,beaches,bright,training aids,resistance trainers,speed chutes,oceans,walls,apparel,men's apparel,shirts,tee shirts,camouflage,camo,shorts,compression,compression pants,footwear,men's footwear,full length,running,sprinting,sprints,trees,palm trees","beaches,shorts,men's footwear,men,1 person,tee shirts,footwear,men's apparel,walls,apparel,athletes,trees,fitness enthusiasts,caucasian,full length,adults,running,compression,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/40_M_Rbk_SCTrain-Jan_19ESpring-Vid.Still005.jpg,"adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,beaches,bright,accessories,sunglasses,oceans,sand,apparel,men's apparel,shirts,tee shirts,camouflage,camo,portrait,standing,men's accessories,jewelry,necklaces","beaches,standing,men,1 person,caucasian,apparel,adults,men's accessories,portrait,tee shirts,sunglasses,athletes,sand,men's apparel,shirts,accessories,fitness enthusiasts"
Dicks Sporting Goods/wetransfer-11ce8d/40_M_Rbk_SCTrain-Jan_19ESpring-Vid.Still006.jpg,"adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,beaches,bright,accessories,sunglasses,oceans,sand,apparel,men's apparel,shorts,portrait,standing,compression,compression pants","caucasian,standing,men,1 person,shorts,apparel,beaches,adults,portrait,sunglasses,athletes,sand,men's apparel,compression,accessories,fitness enthusiasts"
Dicks Sporting Goods/wetransfer-11ce8d/40_M_Rbk_SCTrain-Jan_19ESpring-Vid.Still007.jpg,"adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,beaches,bright,accessories,sunglasses,oceans,sand,apparel,men's apparel,shirts,tee shirts,camouflage,camo,portrait,standing,men's accessories,jewelry,necklaces","beaches,standing,men,1 person,caucasian,apparel,adults,men's accessories,portrait,tee shirts,sunglasses,athletes,sand,men's apparel,shirts,accessories,fitness enthusiasts"
Dicks Sporting Goods/wetransfer-11ce8d/40_M_Rbk_SCTrain-Jan_19ESpring-Vid.Still008.jpg,"adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,beaches,bright,accessories,sunglasses,sand,apparel,men's apparel,shirts,tee shirts,camouflage,camo,shorts,compression,compression pants,footwear,men's footwear,full length,stretching,men's accessories,jewelry,necklaces","beaches,shorts,men's footwear,men,1 person,tee shirts,footwear,men's apparel,apparel,sunglasses,athletes,accessories,fitness enthusiasts,caucasian,full length,men's accessories,adults,sand,compression,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/40_M_Rbk_SCTrain-Jan_19ESpring-Vid.Still009.jpg,"adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,beaches,bright,accessories,sunglasses,sand,apparel,men's apparel,shirts,tee shirts,camouflage,camo,shorts,compression,compression pants,stretching","beaches,caucasian,men,1 person,shorts,apparel,adults,tee shirts,sunglasses,athletes,sand,men's apparel,compression,shirts,accessories,fitness enthusiasts"
Dicks Sporting Goods/wetransfer-11ce8d/40_M_Rbk_SCTrain-Jan_19ESpring_0041.JPG,"adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,beaches,bright,walls,grass,apparel,men's apparel,shirts,tee shirts,camouflage,camo,shorts,compression,compression pants,footwear,men's footwear,full length,stretching","beaches,caucasian,men,shorts,1 person,apparel,full length,adults,tee shirts,athletes,men's footwear,footwear,men's apparel,compression,shirts,fitness enthusiasts,walls"
Dicks Sporting Goods/wetransfer-11ce8d/40_M_Rbk_SCTrain-Jan_19ESpring_0359.JPG,"adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,beaches,bright,walls,grass,apparel,men's apparel,shirts,tee shirts,camouflage,camo,portrait,standing,accessories,men's accessories,jewelry,necklaces","beaches,standing,men,1 person,caucasian,apparel,adults,men's accessories,portrait,tee shirts,athletes,men's apparel,shirts,accessories,fitness enthusiasts,walls"
Dicks Sporting Goods/wetransfer-11ce8d/40_M_Rbk_SCTrain-Jan_19ESpring_0753.JPG,"adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,beaches,bright,accessories,sunglasses,oceans,sand,apparel,men's apparel,shirts,tee shirts,camouflage,camo,portrait,standing,men's accessories,jewelry,necklaces","beaches,standing,men,1 person,caucasian,apparel,adults,men's accessories,portrait,tee shirts,sunglasses,athletes,sand,men's apparel,shirts,accessories,fitness enthusiasts"
Dicks Sporting Goods/wetransfer-11ce8d/40_M_Rbk_SCTrain-Jan_19ESpring_0759.JPG,"adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,beaches,bright,accessories,sunglasses,headshot,standing","caucasian,standing,men,1 person,beaches,adults,sunglasses,athletes,accessories,fitness enthusiasts"
Dicks Sporting Goods/wetransfer-11ce8d/40_M_Rbk_SCTrain-Jan_19ESpring_0771.JPG,"adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,beaches,bright,accessories,sunglasses,oceans,sand,apparel,men's apparel,shirts,tee shirts,camouflage,camo,portrait,standing,men's accessories,jewelry,necklaces","beaches,standing,men,1 person,caucasian,apparel,adults,men's accessories,portrait,tee shirts,sunglasses,athletes,sand,men's apparel,shirts,accessories,fitness enthusiasts"
Dicks Sporting Goods/wetransfer-11ce8d/40_M_Rbk_SCTrain-Jan_19ESpring_0873.JPG,"adults,1 person,caucasian,males,men,athletes,fitness enthusiasts,beaches,bright,accessories,sunglasses,sand,apparel,men's apparel,shirts,tee shirts,camouflage,camo,shorts,compression,compression pants,footwear,men's footwear,full length,stretching,men's accessories,jewelry,necklaces","beaches,shorts,men's footwear,men,1 person,tee shirts,footwear,men's apparel,apparel,sunglasses,athletes,accessories,fitness enthusiasts,caucasian,full length,men's accessories,adults,sand,compression,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/41_M_Nike_Life-Feb_19ESpring-Vid.Still001.jpg,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,apparel,men's apparel,shirts,long sleeve shirts,pullover sweatshirts,standing,buildings,portrait","adults,standing,men,1 person,urban areas,apparel,buildings,african american,spring,portrait,athletes,men's apparel,shirts,pullover sweatshirts,long sleeve shirts"
Dicks Sporting Goods/wetransfer-11ce8d/41_M_Nike_Life-Feb_19ESpring-Vid.Still002.jpg,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,apparel,men's apparel,shirts,long sleeve shirts,pullover sweatshirts,standing,reflection,buildings,windows,walking,shorts,footwear,men's footwear,full length","standing,shorts,buildings,men's footwear,men,1 person,footwear,men's apparel,long sleeve shirts,urban areas,apparel,african american,spring,athletes,walking,pullover sweatshirts,adults,full length,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/41_M_Nike_Life-Feb_19ESpring-Vid.Still003.jpg,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,walking,apparel,men's apparel,shorts,shirts,pullover sweatshirts,backpacks,buildings,electronics,watches","adults,men,1 person,shorts,apparel,urban areas,buildings,spring,african american,watches,athletes,walking,men's apparel,backpacks,shirts,pullover sweatshirts,electronics"
Dicks Sporting Goods/wetransfer-11ce8d/41_M_Nike_Life-Feb_19ESpring-Vid.Still004.jpg,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,roads,streets,brick,walking,footwear,men's footwear,apparel,men's apparel,shorts,shirts,pullover sweatshirts,backpacks,buildings,full length,electronics,watches","shorts,buildings,roads,men's footwear,men,1 person,footwear,men's apparel,urban areas,apparel,african american,streets,spring,watches,athletes,walking,backpacks,pullover sweatshirts,adults,full length,shirts,electronics"
Dicks Sporting Goods/wetransfer-11ce8d/41_M_Nike_Life-Feb_19ESpring-Vid.Still005.jpg,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,roads,streets,brick,walking,footwear,men's footwear,apparel,men's apparel,shorts,shirts,pullover sweatshirts,backpacks,buildings,full length,electronics,watches","shorts,buildings,roads,men's footwear,men,1 person,footwear,men's apparel,urban areas,apparel,african american,streets,spring,watches,athletes,walking,backpacks,pullover sweatshirts,adults,full length,shirts,electronics"
Dicks Sporting Goods/wetransfer-11ce8d/41_M_Nike_Life-Feb_19ESpring-Vid.Still006.jpg,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,close-up,macro,footwear,men's footwear,sidewalks","adults,men,1 person,macro,urban areas,african american,spring,sidewalks,athletes,men's footwear,footwear,close-up"
Dicks Sporting Goods/wetransfer-11ce8d/41_M_Nike_Life-Feb_19ESpring_0074.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,apparel,men's apparel,shirts,long sleeve shirts,pullover sweatshirts,standing,buildings,portrait","adults,standing,men,1 person,urban areas,apparel,buildings,african american,spring,portrait,athletes,men's apparel,shirts,pullover sweatshirts,long sleeve shirts"
Dicks Sporting Goods/wetransfer-11ce8d/41_M_Nike_Life-Feb_19ESpring_0077.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,apparel,men's apparel,shirts,long sleeve shirts,pullover sweatshirts,standing,buildings,portrait,electronics,watches","adults,standing,men,1 person,urban areas,apparel,buildings,african american,spring,portrait,watches,athletes,men's apparel,shirts,pullover sweatshirts,long sleeve shirts,electronics"
Dicks Sporting Goods/wetransfer-11ce8d/41_M_Nike_Life-Feb_19ESpring_0080.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,apparel,men's apparel,shirts,long sleeve shirts,pullover sweatshirts,standing,buildings,shorts,portrait,electronics,watches","adults,standing,men,1 person,shorts,apparel,urban areas,buildings,spring,african american,portrait,watches,athletes,men's apparel,shirts,pullover sweatshirts,long sleeve shirts,electronics"
Dicks Sporting Goods/wetransfer-11ce8d/41_M_Nike_Life-Feb_19ESpring_0082.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,apparel,men's apparel,shirts,long sleeve shirts,pullover sweatshirts,standing,buildings,shorts,portrait,electronics,watches","adults,standing,men,1 person,shorts,apparel,urban areas,buildings,spring,african american,portrait,watches,athletes,men's apparel,shirts,pullover sweatshirts,long sleeve shirts,electronics"
Dicks Sporting Goods/wetransfer-11ce8d/41_M_Nike_Life-Feb_19ESpring_0106.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,apparel,men's apparel,shirts,long sleeve shirts,pullover sweatshirts,standing,reflection,buildings,windows,walking,shorts,footwear,men's footwear,full length","standing,shorts,buildings,men's footwear,men,1 person,footwear,men's apparel,long sleeve shirts,urban areas,apparel,african american,spring,athletes,walking,pullover sweatshirts,adults,full length,shirts"
Dicks Sporting Goods/wetransfer-11ce8d/41_M_Nike_Life-Feb_19ESpring_0148.JPG,"spring,adults,1 person,african american,males,men,athletes,cities,city,urban areas,apparel,men's apparel,shirts,long sleeve shirts,pullover sweatshirts,walking,buildings,crosswalks,shorts,footwear,men's footwear,full length,electronics,watches","shorts,buildings,men's footwear,men,1 person,footwear,men's apparel,long sleeve shirts,urban areas,apparel,african american,spring,watches,athletes,walking,pullover sweatshirts,adults,full length,shirts,electronics"
